"Timestamp","In the past 12 months, has any household member done the following? (Check all that apply) [Visited the Community Center]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town swimming facilities]","In the past 12 months, has any household member done the following? (Check all that apply) [Used town recreational fields or courts]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Pine Meadows golf course]","In the past 12 months, has any household member done the following? (Check all that apply) [Used a school or neighborhood playground]","In the past 12 months, has any household member done the following? (Check all that apply) [Used the Minuteman Bikeway]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Lexpress bus]","In the past 12 months, has any household member done the following? (Check all that apply) [Visited Lexington conservation areas]","In the past 12 months, has any household member done the following? (Check all that apply) [Directly received fire or police services]","In the past 12 months, has any household member done the following? (Check all that apply) [Attended Lexington public schools]","In the past 12 months, has any household member done the following? (Check all that apply) [Participated in any town provided program or service for seniors]","In the past 12 months, has any household member done the following? (Check all that apply) [Used Cary library or attended a library event]","In the past 12 months, has any household member done the following? (Check all that apply) [Served town government in any capacity (employee, committee member, town meeting member, elected representative)]","Are you aware that the Recreation & Community Programs Department offers financial aid for programs and services?","Has a household member received this type of financial assistance to participate in a program or service? ","If your primary residence is rental, please indicate your monthly rental cost: ","If you own your primary residence, please indicate your total monthly housing payment (mortgage, insurance, property taxes):","Do you receive a property tax deferral or property tax credit due to limited income?","What level of stress does your household experience with payment of monthly housing costs?","Please elaborate or share any additional thoughts. ","Thinking about all the costs of living in your owned property or rental (rent/mortgage, home maintenance, condo fees, property taxes, insurance, utilities), what portion of these costs do you estimate is related to property taxes?","Are you responsible for the housing costs at your residence (i.e. owner or lessee)?","Are you considering relocating away from Lexington in the next 10 years?","Age (respondent)","Size of household (number of people)","Disabilities within household (check all that apply)","Length of time living in town (respondent)","What type of property is your residence?","Approximate market property value of your Lexington residence (if owned):","Please indicate your approximate household income in the past 12 months","Please indicate how the survey was shared with you (any groups or lists or whether it was forwarded to you.)","Please share any comments to the survey team about this survey. Thank you."
"2018/10/22 2:16:49 PM EST","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","","$2,001-$4,000","No","None","","Significant (51-75%)","Yes","Unlikely","60-69 years","2","with an ambulatory difficulty","moved in 1980-1989","single family home","$1,500,000-$1,749,999","$75,000-$99,000","Nexdoor Munroe Hill",""
"2018/10/22 4:36:48 PM EST","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","","<$2,000/month","No","Some","property taxes seem very high","Little (1-25%)","Yes","Likely","60-69 years","4","none of the above","moved in 1980-1989","","$750,000-$999,999","$100,000-$149,999","e-mail",""
"2018/10/22 6:28:16 PM EST","Yes","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","","$2,001-$4,000","No","Some","the real estate taxes keep going up and we are not sure we will be able to continue to live in this town -- the town is spending vast sums of money to replace schools and other public buildings -- money that the town does not have and wealthier people in town keep voting for overrides","Some (26-50%)","Yes","Likely","60-69 years","2","none of the above","moved in 2000-2009","condominium","$500,000-$749,999","$100,000-$149,999","Nextdoor",""
"2018/10/23 6:38:47 AM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","N/A","$4,001-$6,000","No","Little","","Significant (51-75%)","Yes","Unlikely","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Next door",""
"2018/10/23 12:36:57 PM EST","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","N/A","","$2,001-$4,000","No","Significant","Our income has declined significantly in the past few years.  We are grateful that the value of our home has increased significantly.","Some (26-50%)","Yes","Definitely","50-59 years","3","with a vision difficulty;with a cognitive difficulty","moved in 1990-1999","single family home","$750,000-$999,999","$75,000-$99,000","I came across it when visiting the Town website",""
"2018/10/23 2:03:07 PM EST","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Unlikely","40-49 years","4","with a cognitive difficulty","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$200,000 and over","email",""
"2018/10/23 7:01:39 PM EST","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","","","No","Some","","","Yes","Likely","60-69 years","2","none of the above","moved in 1979 and earlier","","$750,000-$999,999","","",""
"2018/10/23 7:15:19 PM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","Some","","Some (26-50%)","Yes","Likely","50-59 years","2","none of the above","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$150,000-$199,999","email",""
"2018/10/23 7:25:43 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","N/A","$2,001-$4,000","No","Little","Taxes have been on a steep increase since we moved here 4 years ago, and I believe they will continue to rise at a steep rate due to town construction on public buildings.  It may become unaffordable in the near future if the town continues to grow/build at this rate.
","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$100,000-$149,999","email (Rec. Dept.)",""
"2018/10/23 8:11:15 PM EST","Yes","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","","","No","Some","","Some (26-50%)","Yes","Undecided - Possible","60-69 years","3","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$100,000-$149,999","direct from Les Rec",""
"2018/10/23 8:15:44 PM EST","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","N/A","Yes","No","Yes","No","","$2,001-$4,000","No","Significant","We have had a lot of medical expenses and incurred credit card debt due to having one income instead of two.","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","with a cognitive difficulty;with an ambulatory difficulty","moved in 2000-2009","single family home","$500,000-$749,999","$100,000-$149,999","I think it came in an email from LHS, but not sure.","I'm concerned about the number of tear downs and huge houses being built on small lots in our E. Lexington neighborhood. We were barely able to afford a house here in 2005 and are barely hanging on to it. We liked the feel of this small neighborhood and are disturbed that these big houses are changing the feel. More importantly, we're losing a lot of older housing stock that was more affordable and we're turning into an expensive neighborhood that only wealthy people can afford to buy into. Not what we were looking for when we moved here. Additionally, we're losing green space (back yards) and trees as these are cut down and paved over to accommodate the large houses that extend as far as possible to the lot line and are built as tall as possible. It makes for a less appealing view and less privacy and sunlight in our house. The quality of life here is diminished as a result. "
"2018/10/23 8:43:06 PM EST","Yes","","","Yes","","Yes","","Yes","","","Yes","Yes","Yes","No","No","","<$2,000/month","No","None","","Significant (51-75%)","Yes","Likely","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","$50,000-$74,999","Forwarded",""
"2018/10/24 3:04:45 PM EST","No","Yes","Yes","No","Yes","Yes","","Yes","No","Yes","N/A","Yes","No","No","No","$3000-$4499","","No","Significant","We moved here for the schools years ago and do not want to leave as we love the town but the rental and housing market is a bit out of control.","N/A","Yes","Undecided - Possible","40-49 years","5+","none of the above","moved in 2010-2014","single family home","N/A","N/A","",""
"2018/10/24 4:20:41 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Little","","Little (1-25%)","No","Undecided - Possible","40-49 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","",""
"2018/10/24 9:07:30 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","<$2,000/month","No","None","No longer have mortgage on home","Some (26-50%)","Yes","Undecided - Possible","60-69 years","5+","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","$200,000 and over","Email from Lexington Recreation and Communities Program Committee",""
"2018/10/25 10:16:59 AM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","N/A","$2,001-$4,000","No","Some","None","Significant (51-75%)","Yes","Unlikely","40-49 years","5+","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$100,000-$149,999","email","none"
"2018/10/25 1:05:12 PM EST","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Significant","","Some (26-50%)","Yes","Have not considered","40-49 years","4","none of the above","moved in 2015 or later","single family home","N/A","N/A","",""
"2018/10/25 1:06:49 PM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Unlikely","31-39 years","4","with a cognitive difficulty","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","email",""
"2018/10/25 3:47:23 PM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","","$4,001-$6,000","No","Little","","Substantial (76-100%)","Yes","Undecided - Possible","50-59 years","5+","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$150,000-$199,999","Community center membership? I don’t know",""
"2018/10/25 7:14:33 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Little","","Little (1-25%)","Yes","Definitely Not","40-49 years","4","N/A","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Forwarded by another resident ","Well designed survey"
"2018/10/25 7:16:09 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","N/A","$2,001-$4,000","No","Little","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Friend",""
"2018/10/25 7:50:33 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Little","","Some (26-50%)","Yes","Undecided - Possible","40-49 years","4","N/A","moved in 2015 or later","single family home","$1,000,000-$1,249,999","$200,000 and over","Friend forwarded",""
"2018/10/25 8:57:35 PM EST","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","","No","","","","Yes","","50-59 years","2","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$200,000 and over","",""
"2018/10/26 12:10:21 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","","$2,001-$4,000","No","Some","","Some (26-50%)","Yes","Likely","40-49 years","4","none of the above","moved in 2000-2009","single family home","$500,000-$749,999","$100,000-$149,999","",""
"2018/10/26 4:29:12 PM EST","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","","","No","","","","Yes","Undecided - Possible","60-69 years","2","none of the above","moved in 1980-1989","single family home","$500,000-$749,999","","",""
"2018/10/26 11:21:38 PM EST","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","","$4,001-$6,000","No","Some","","Some (26-50%)","Yes","Undecided - Possible","60-69 years","2","none of the above","moved in 1979 and earlier","single family home","$1,000,000-$1,249,999","$100,000-$149,999","",""
"2018/10/27 7:19:50 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Yes","No","","$4,001-$6,000","No","None","","Some (26-50%)","Yes","Undecided - Possible","50-59 years","4","","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","",""
"2018/10/27 9:04:10 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","","$2,001-$4,000","No","Little","","Some (26-50%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$500,000-$749,999","$150,000-$199,999","",""
"2018/10/27 10:05:46 AM EST","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","None","","Some (26-50%)","Yes","Definitely","50-59 years","","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$200,000 and over","",""
"2018/10/27 10:12:48 AM EST","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","None","We are two mid-career working people so housing cost is less of an issue. However, housing price is by no means affordable in Lexington.","Some (26-50%)","Yes","Undecided - Possible","40-49 years","3","none of the above","moved in 2010-2014","single family home","$1,000,000-$1,249,999","$200,000 and over","Lex Rec email","Thanks for conducting this survey. Please share the results."
"2018/10/27 11:24:38 AM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","","<$2,000/month","No","Little","","Substantial (76-100%)","Yes","Unlikely","60-69 years","1","none of the above","moved in 1990-1999","single family home","$750,000-$999,999","$75,000-$99,000","Forwarded to me ",""
"2018/10/27 11:44:06 AM EST","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","<$2,000/month","No","None","Been here since 1973.  The town has forced out lower income neighbors by allowing the building of monstrosities.  The Battle of Lexington on the Green was for the common man.  It's ironic that the common man can't afford to live here...only the privileged affluent elite.","Substantial (76-100%)","Yes","Undecided - Possible","60-69 years","1","none of the above","moved in 1979 and earlier","single family home","$500,000-$749,999","N/A","got it on email ","Thanks for asking!  The affluent have taken over the town and are forcing everyone to pay extra for what they and their kids want.  They can afford to pay it privately, why make everyone in town, especially those who aren't as well off, pay extra taxes to benefit the rich???"
"2018/10/27 2:33:52 PM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","$2,001-$4,000","No","Little","","Significant (51-75%)","Yes","Likely","60-69 years","2","","moved in 2000-2009","single family home","$1,000,000-$1,249,999","$50,000-$74,999","Lexington Listserve",""
"2018/10/27 4:27:26 PM EST","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$8,001-$10,000","No","Little","","Some (26-50%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2000-2009","single family home","$1,500,000-$1,749,999","$200,000 and over","saw it on town website",""
"2018/10/27 6:35:36 PM EST","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","None","the less income the more stress","Some (26-50%)","Yes","Definitely","60-69 years","2","none of the above","moved in 1990-1999","single family home","$1,250,000-$1,499,999","$200,000 and over","town of Lexington website",""
"2018/10/27 6:36:11 PM EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/10/27 8:53:29 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","N/A","$6,001-$8,000","No","Some","","Some (26-50%)","Yes","Likely","40-49 years","4","N/A","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","Town email",""
"2018/10/28 6:52:04 AM EST","Yes","","","","","","Yes","Yes","","Yes","","Yes","","No","No","","<$2,000/month","No","None","We are very fortunate ","Substantial (76-100%)","Yes","Undecided - Possible","50-59 years","4","none of the above","moved in 1990-1999","single family home","$750,000-$999,999","$200,000 and over","I got an email. From Rec Dept?","Although we are fortunate not to suffer from housing insecurity, evictions and other housing insecurity issues are an enormous problem in the greater Boston area. The 10% requirement for affordable housing in new developments does very little to address the issue. I would like to see Lexington be much more proactive in making more affordable housing available in town, rather than holding to the 10% line and saying ‘we’ve done enough.’  It’s not enough—take a look at some eviction and housing need statistics for the Boston area. Thanks. "
"2018/10/28 10:37:51 AM EST","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","N/A","Yes","No","No","No","","","No","Little","","Little (1-25%)","Yes","Undecided - Possible","","","none of the above","","","","","e-mail from town",""
"2018/10/28 11:18:27 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","No","","<$2,000/month","No","Some","Currently my spouse and I are both working, but we feel that we won't be able to stay in Lexington once we retire due to the property tax.","Substantial (76-100%)","Yes","Likely","60-69 years","3","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$150,000-$199,999","Noticed it on the town website","We'd really like to stay in retirement but need to find a lower property tax."
"2018/10/28 11:35:55 AM EST","Yes","No","No","Yes","","Yes","Yes","No","No","No","No","Yes","No","No","No","","<$2,000/month","N/A","Some","","Significant (51-75%)","","Undecided - Possible","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","","electronically",""
"2018/10/28 4:55:51 PM EST","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","","<$2,000/month","No","Little","","Little (1-25%)","Yes","Unlikely","50-59 years","4","N/A","moved in 2000-2009","single family home","$500,000-$749,999","$150,000-$199,999","",""
"2018/10/28 9:49:46 PM EST","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Some","","","Yes","Definitely Not","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$200,000 and over","a neighbor who was aware I'd be interested.",""
"2018/10/28 9:57:41 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","N/A","N/A","$4,001-$6,000","No","Significant","High tax rate - poor value.","Some (26-50%)","Yes","Definitely","50-59 years","4","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","$200,000 and over","Town mail list","Town taxes versus Bridge School experience make Lexington a poor value."
"2018/10/29 8:13:00 AM EST","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","N/A","$2,001-$4,000","No","Significant","","Some (26-50%)","No","Definitely","31-39 years","4","none of the above","moved in 2015 or later","single family home","$500,000-$749,999","$150,000-$199,999","Estabrook PTO newsletter","Please consider providing more affordable housing for seniors. Our parents in law are living with us but they would benefit having their own place. They are still working and paying their taxes but the Lexington real estate market is too expensive for them to buy a small place. "
"2018/10/29 8:26:22 AM EST","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","N/A","Yes","No","N/A","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Definitely Not","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","$200,000 and over","",""
"2018/10/29 11:00:52 AM EST","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","","$2,001-$4,000","No","Little","I am deeply concerned about the community and environmental impact of  pervasive destruction of more ""affordable"" residences (under $1, 000, 000) to build more multi-million residences.","Little (1-25%)","Yes","Undecided - Possible","60-69 years","3","with a cognitive difficulty;with an independent living difficulty","moved in 1990-1999","single family home","$750,000-$999,999","$100,000-$149,999","Next Door Neighborhood","Unclear how this information will be used.  Property tax percentage cost not well phrased:  1-25% is a hugely significant range!  1% is little, 20-25 % is substantial."
"2018/10/29 2:15:01 PM EST","No","No","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","","$4,001-$6,000","No","Significant","I feel i am paying taxes too much on unused land. In order to pay takes i have to give up buying good food to kids and could not enroll other social activities. I am having very little money to spend in my family for any recreation. Some months i borrow money from bank to pay town taxes.","Substantial (76-100%)","Yes","Definitely","40-49 years","4","N/A","moved in 2015 or later","single family home","$750,000-$999,999","$100,000-$149,999","School pto",""
"2018/10/29 2:23:09 PM EST","No","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","Significant","Our yearly property taxes are only slightly less than our yearly mortgage payment.","","Yes","Unlikely","31-39 years","5+","none of the above","moved in 2015 or later","single family home","","$100,000-$149,999","Lexfun",""
"2018/10/29 2:40:11 PM EST","No","No","Yes","No","Yes","Yes","No","Yes","No","N/A","N/A","Yes","No","No","No","","$4,001-$6,000","No","Significant","","Substantial (76-100%)","Yes","Have not considered","under 30 years","5+","with a cognitive difficulty","moved in 2015 or later","single family home","$1,500,000-$1,749,999","$100,000-$149,999","House mate forwarded it to me ",""
"2018/10/29 3:22:30 PM EST","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","","$8,001-$10,000","No","Little","The Community Center is turning into an expensive white elephant that does not serve seniors well. A beautiful place but its functioning is questionable. Not sure how much of the cost goes to taxes--but expense is there even if indirect.","Significant (51-75%)","Yes","Undecided - Possible","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","N/A","",""
"2018/10/29 3:37:53 PM EST","Yes","No","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","$0-$1499","","N/A","Substantial","","Some (26-50%)","Yes","Definitely","50-59 years","1","none of the above","moved in 2010-2014","multi-family home","","$35,000-$49,999","I visit the towns website weekly","I have been looking to move for 3 years but there is nothing that costs less unless I move 40 miles and then the gas would eat up the savings. I spend 55% of income on rent. This is a hardship. I can't save for anything including retirement. This town does not care about single people like me. I applied for subsidized housing here but have heard nothing in 4 years. Frustrating."
"2018/10/29 6:17:30 PM EST","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","","$4,001-$6,000","No","Little","","Little (1-25%)","Yes","Definitely Not","60-69 years","3","none of the above","moved in 1979 and earlier","single family home","$750,000-$999,999","","Mentioned at Selectmen meeting",""
"2018/10/29 6:22:42 PM EST","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","$0-$1499","","No","Significant","","","Yes","Definitely Not","80 years and over","1","with a hearing difficulty;with a vision difficulty;with an ambulatory difficulty;with a self-care difficulty;with an independent living difficulty","moved in 1979 and earlier","other","","Less than $35,000","Relative",""
"2018/10/29 7:16:31 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","","$6,001-$8,000","No","Little","It is very expensive here but not as bad as San Jose, CA - where we came from. ","Some (26-50%)","Yes","Undecided - Possible","31-39 years","5+","none of the above","moved in 2015 or later","single family home","$1,750,000-$1,999,999","$200,000 and over","LexFUN board member group on FB","Thank you for asking these questions!"
"2018/10/29 8:54:53 PM EST","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","N/A","$2,001-$4,000","No","Little","","Little (1-25%)","Yes","Undecided - Possible","40-49 years","4","N/A","moved in 2010-2014","single family home","$500,000-$749,999","$100,000-$149,999","Town Website",""
"2018/10/30 2:27:47 AM EST","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","","$2,001-$4,000","No","Substantial","I don't want to move but don't qualify for the income amount. ","Some (26-50%)","Yes","Unlikely","60-69 years","1","with a hearing difficulty","moved in 1980-1989","single family home","$1,250,000-$1,499,999","$75,000-$99,000","","the income amount is tough because most people who choose to live here have  careers that are lucrative....divorce can cause financial ruin but not enough to qualify....should consider on a case by case situation especially if having been a town employee"
"2018/10/30 7:45:17 AM EST","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","","<$2,000/month","No","Little","We live in the small house that we bought over forty years ago.  We hope to be able to stay in Lexington in future years if we can continue to afford our home town.  Our high taxes are an issue for many retirees.  With new schools, fire and police buildings and other additional large expenditures happening, we and others are  worried that we will be forced to move to a town with lower taxes.  We do not want that to happen to us.","Significant (51-75%)","Yes","Have not considered","70-79 years","2","none of the above","moved in 1979 and earlier","single family home","$500,000-$749,999","$75,000-$99,000","From the community center, I believe.",""
"2018/10/30 8:47:29 AM EST","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","N/A","N/A","","$6,001-$8,000","No","Some","","Some (26-50%)","Yes","Unlikely","31-39 years","5+","none of the above;N/A","moved in 2015 or later","single family home","$2,000,000 and more","$200,000 and over","LexFun","Property taxes are too high, almost had us move to another town."
"2018/10/30 10:16:30 AM EST","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","","$8,001-$10,000","No","Some","","Significant (51-75%)","Yes","Unlikely","31-39 years","5+","none of the above","moved in 2015 or later","single family home","$2,000,000 and more","$200,000 and over","Lex parents",""
"2018/10/30 10:26:04 AM EST","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","","$10,001+","No","Little","","Significant (51-75%)","Yes","Undecided - Possible","80 years and over","2","none of the above","moved in 1979 and earlier","single family home","$500,000-$749,999","$100,000-$149,999","via email from Joe Pato",""
"2018/10/30 2:36:02 PM EST","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","","$4,001-$6,000","No","Some","Property tax is too high & keeps on increasing","Some (26-50%)","Yes","Unlikely","50-59 years","2","none of the above","moved in 1990-1999","single family home","$1,000,000-$1,249,999","N/A","online","good attempt"
"2018/10/30 4:33:56 PM EST","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","No","N/A","No","","<$2,000/month","No","Some","Real estate taxes are too high. Lexington should do something novel, like lowering everyone's real estate taxes instead of raising them every year!","Substantial (76-100%)","Yes","Definitely","50-59 years","4","none of the above","moved in 2000-2009","single family home","$750,000-$999,999","N/A","",""
"2018/10/30 5:31:39 PM EST","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","No","","<$2,000/month","No","Significant","I live in a humble home. It is in a “not desirable “ location according to realtors. It needs work. It will not sell for much. I don’t know where I can afford to move and my job is insecure. At age 63 this is terrifying.","","Yes","Undecided - Possible","60-69 years","1","none of the above","moved in 1980-1989","single family home","Less than $500,000","$50,000-$74,999","On the list ","Please remember us. We helped build the center playground,, resurface the center track, volunteered in schools, worked as part time classroom aides with no benefits but paid union dues. How can we afford to move? How can we afford to live in fancy new apartment housing when our homes are now tear downs and worth so little? I am heartbroken, scared, still working and hope I didn’t move here in vain. I never thought as a middle class college graduate  I would be working poor."
"2018/10/30 10:49:55 PM EST","No","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","","$4,001-$6,000","No","Some","","Some (26-50%)","Yes","Definitely Not","40-49 years","4","none of the above","moved in 1980-1989","single family home","$1,250,000-$1,499,999","$200,000 and over","Lexington Lisr",""
"2018/10/31 5:33:35 AM EST","Yes","No","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No","","$6,001-$8,000","No","Some","Due to high property values, the tax rate should be lower to make the town more affordable.  ","Some (26-50%)","Yes","Unlikely","31-39 years","4","none of the above","moved in 2010-2014","single family home","$1,500,000-$1,749,999","$200,000 and over","lexington email list",""
"2018/10/31 11:19:40 AM EST","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","","<$2,000/month","No","Little","Taxes are my stress.  My taxes have doubled since I moved to Lexington.  I have made sacrifices to live in Lexington which i planned but do not agree with increasing taxes to pay to make it cheaper for others to live here.","Significant (51-75%)","Yes","Unlikely","50-59 years","4","none of the above","moved in 2010-2014","single family home","$500,000-$749,999","$150,000-$199,999","lexington town website",""
"2018/10/31 9:47:46 PM EST","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","","$2,001-$4,000","No","Little","","Some (26-50%)","Yes","Unlikely","40-49 years","4","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$200,000 and over","LexFUN or Mavens",""
"2018/11/01 2:09:07 PM EST","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","No","","$2,001-$4,000","No","None","","Some (26-50%)","Yes","Definitely Not","31-39 years","2","none of the above","moved in 2010-2014","single family home","$750,000-$999,999","$150,000-$199,999","Direct email from town","Certainly property taxes are high, but we see great value from town services. Living on Mass Ave close to the bike path, for example, we appreciate the prompt plowing of sidewalks in the winter; quick access to the great, well-maintained Minuteman path; and friendly help from police involved in traffic control or construction projects. We've also been very impressed by the quality of Lexington employees. Thank you."
"2018/11/02 8:05:18 AM EST","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","$2,001-$4,000","No","Some","","Substantial (76-100%)","Yes","Definitely","60-69 years","1","none of the above","moved in 1990-1999","single family home","$750,000-$999,999","$75,000-$99,000","nextdoor.com",""
